Time Instants,Lane 1,Lane 2,Lane 3,Lane 4
07:25,37,44,67,50
07:30,40,44,70,55
07:35,42,46,73,58
07:40,46,49,76,60
07:45,46,51,77,61
07:50,48,53,82,66
07:55,50,54,84,67
08:00,54,56,86,70
08:05,55,58,90,73
08:10,57,59,92,74
08:15,58,60,94,76
08:20,58,59,93,76
08:25,61,60,95,79
08:30,62,60,95,79
08:35,64,62,94,80
08:40,68,62,93,80
08:45,69,60,91,79
08:50,71,61,88,78
08:55,73,62,85,77
09:00,75,62,81,76
09:05,77,60,77,75
09:10,78,58,73,74
09:15,78,56,71,73
09:20,75,54,69,69
09:25,75,54,63,65
09:30,72,52,60,63
09:35,71,50,55,59
09:40,67,47,53,57
09:45,65,46,50,53
09:50,64,47,48,48
09:55,62,45,45,46
10:00,60,44,41,42
10:05,59,42,38,40
10:10,57,40,37,39
10:15,56,39,35,36
10:20,54,38,35,35
10:25,53,38,34,34
10:30,51,36,32,33
10:35,48,35,32,30
10:40,46,35,31,31
10:45,44,35,32,31
10:50,42,35,31,30
10:55,40,34,30,31
11:00,39,34,28,30
11:05,38,33,27,28
11:10,37,33,26,28
11:15,35,33,24,29
11:20,35,31,23,29
11:25,33,30,22,29
11:30,33,30,22,30
11:35,33,31,21,29
11:40,33,31,21,29
11:45,31,31,21,30
11:50,29,31,22,29
11:55,29,33,22,28
12:00,28,34,22,29
12:05,27,34,22,29
12:10,26,35,24,30
12:15,25,36,25,30
12:20,25,38,26,33
12:25,25,38,26,35
12:30,24,38,24,35
12:35,24,40,23,37
12:40,24,41,23,39
12:45,24,43,24,41
12:50,24,45,23,44
12:55,25,46,24,45
13:00,25,47,24,45
13:05,26,50,25,47
13:10,28,52,28,50
13:15,29,54,31,53
13:20,30,59,33,55
13:25,32,61,38,57
13:30,36,64,42,59
13:35,38,67,46,63
13:40,41,68,51,69
13:45,43,70,56,72
13:50,44,72,60,75
13:55,50,72,64,78
14:00,54,69,69,83
14:05,58,70,74,87
14:10,60,72,80,89
14:15,61,71,84,93
14:20,64,74,86,94
14:25,66,75,91,96
14:30,69,77,94,97
14:35,67,77,95,98
14:40,68,78,98,101
14:45,69,75,98,99
14:50,72,73,98,100
14:55,73,72,100,97
15:00,72,70,102,97
15:05,72,67,99,96
15:10,71,63,98,97
15:15,73,60,96,93
15:20,68,56,92,90
15:25,66,54,88,89
15:30,63,51,83,86
15:35,59,47,77,84
15:40,58,42,71,80
15:45,54,41,67,76
15:50,54,39,64,71
15:55,51,37,61,70
16:00,51,35,55,65
16:05,48,34,51,62
16:10,45,31,47,57
16:15,44,30,43,54
16:20,41,28,39,50
16:25,40,24,36,45
16:30,38,22,32,42
16:35,34,21,30,39
16:40,32,20,27,35
16:45,30,19,25,32
16:50,28,18,23,30
16:55,24,16,21,29
17:00,23,17,18,26
17:05,22,17,16,25
17:10,20,16,15,24
17:15,20,15,14,23
17:20,19,14,13,23
17:25,16,12,12,19
17:30,14,11,9,16
17:35,13,8,8,13
17:40,9,9,7,7
17:45,12,12,10,9
17:50,14,15,12,10
17:55,16,17,15,12
18:00,19,19,17,15
18:05,21,19,18,15
18:10,23,21,19,16
18:15,25,23,20,16
18:20,24,25,22,17
18:25,26,26,23,19
18:30,29,26,25,21
18:35,33,28,25,22
18:40,35,31,28,23
18:45,38,32,30,26
18:50,40,35,32,27
18:55,42,36,35,29
19:00,46,38,39,31
07:00,50,42,42,33
07:05,53,44,46,34
07:10,54,46,50,39
07:15,60,48,53,43
07:20,63,49,56,45
07:25,66,51,60,48
07:30,68,55,63,52
07:35,71,57,66,56
07:40,74,58,68,61
07:45,77,59,70,66
07:50,81,62,73,68
07:55,80,64,75,71
08:00,81,68,76,74
08:05,82,70,78,79
08:10,81,70,83,80
08:15,82,70,85,82
08:20,80,69,88,83
08:25,78,73,91,82
08:30,75,71,93,84
08:35,75,71,93,82
08:40,73,69,93,82
08:45,71,66,96,81
08:50,71,63,93,82
08:55,69,62,92,79
09:00,67,61,91,77
09:05,65,59,87,77
09:10,61,58,84,72
09:15,57,53,83,71
09:20,54,52,83,67
09:25,52,51,76,63
09:30,48,49,72,60
09:35,46,46,69,58
09:40,43,44,63,55
09:45,41,40,60,50
09:50,39,38,55,48
09:55,36,37,54,45
10:00,33,34,48,43
10:05,30,31,45,41
10:10,28,30,43,38
10:15,26,28,39,35
10:20,26,27,39,34
10:25,24,28,37,33
10:30,25,27,37,32
10:35,26,28,34,31
10:40,25,27,34,31
10:45,25,28,33,30
10:50,26,28,33,30
10:55,27,29,32,30
11:00,26,28,31,27
11:05,25,26,30,27
11:10,24,26,31,27
11:15,24,24,31,27
11:20,24,24,30,26
11:25,24,24,30,26
11:30,24,23,30,26
11:35,23,23,30,25
11:40,23,23,30,25
11:45,23,24,31,26
11:50,24,24,30,27
11:55,24,24,30,27
12:00,24,24,31,28
12:05,24,24,32,30
12:10,24,25,33,30
12:15,25,25,35,31
12:20,24,25,34,32
12:25,22,25,34,31
12:30,21,25,34,30
12:35,20,26,35,31
12:40,20,27,35,32
12:45,19,27,37,33
12:50,20,26,37,35
12:55,20,26,39,38
13:00,22,29,43,40
13:05,24,30,43,43
13:10,27,34,46,46
13:15,30,37,48,49
13:20,32,40,50,52
13:25,34,45,53,56
13:30,36,47,57,59
13:35,39,52,56,62
13:40,42,55,58,67
13:45,44,57,61,70
13:50,46,59,64,76
13:55,49,61,65,82
14:00,51,63,67,83
14:05,54,64,67,87
14:10,54,66,67,93
14:15,55,66,71,97
14:20,57,64,71,101
14:25,61,65,72,104
14:30,61,67,74,105
14:35,64,69,75,105
14:40,66,71,76,110
14:45,66,71,78,107
14:50,68,72,78,107
14:55,69,75,76,105
15:00,71,78,75,104
15:05,69,78,75,105
15:10,70,78,72,101
15:15,70,77,72,98
15:20,71,73,67,96
15:25,72,72,66,95
15:30,68,72,64,90
15:35,68,68,61,87
15:40,65,65,60,84
15:45,63,64,55,79
15:50,61,60,53,76
15:55,57,58,49,71
16:00,52,56,49,66
16:05,50,52,45,62
16:10,49,50,43,58
16:15,45,47,40,52
16:20,42,44,39,47
16:25,39,41,38,43
16:30,38,38,36,40
16:35,35,35,33,36
16:40,34,32,31,33
16:45,32,31,29,31
16:50,30,29,26,29
16:55,29,27,25,27
17:00,27,27,22,25
17:05,26,25,21,23
17:10,24,24,19,21
17:15,22,22,20,20
17:20,18,20,17,17
17:25,15,17,14,14
17:30,11,13,12,12
17:35,6,4,7,8
17:40,9,6,9,10
17:45,11,7,11,12
17:50,13,9,14,14
17:55,16,10,17,17
18:00,18,11,18,18
18:05,19,11,19,19
18:10,20,11,21,20
18:15,23,12,21,21
18:20,23,12,21,22
18:25,24,12,21,24
18:30,26,12,22,24
18:35,27,13,22,25
18:40,27,13,24,26
18:45,29,14,25,28
18:50,31,15,27,30
18:55,33,17,30,33
19:00,36,18,34,35
07:00,39,20,38,37
07:05,41,20,40,39
07:10,44,21,42,43
07:15,48,20,45,44
07:20,49,21,50,46
07:25,52,22,52,49
07:30,55,23,57,52
07:35,57,24,60,55
07:40,59,25,63,56
07:45,62,30,67,58
07:50,65,33,71,59
07:55,65,37,75,63
08:00,67,41,75,64
08:05,70,43,80,66
08:10,70,47,81,65
08:15,72,51,83,66
08:20,76,55,86,68
08:25,75,57,90,70
08:30,78,61,90,70
08:35,79,64,90,68
08:40,80,68,93,70
08:45,79,72,92,68
08:50,77,73,91,68
08:55,76,74,91,67
09:00,71,74,90,69
09:05,69,76,86,68
09:10,64,76,83,68
09:15,63,78,81,68
09:20,61,80,78,66
09:25,59,78,75,65
09:30,58,77,74,63
09:35,55,77,71,63
09:40,54,77,69,61
09:45,51,74,66,60
09:50,49,69,66,56
09:55,46,65,63,53
10:00,43,61,61,51
10:05,40,57,58,49
10:10,37,54,54,46
10:15,36,50,52,44
10:20,33,48,47,41
10:25,34,47,45,38
10:30,33,47,44,37
10:35,31,45,43,38
10:40,33,42,42,38
10:45,33,42,40,37
10:50,32,43,40,38
10:55,32,41,37,37
11:00,32,39,37,35
11:05,32,37,36,34
11:10,32,35,34,36
11:15,32,33,33,33
11:20,30,33,31,32
11:25,30,32,31,31
11:30,30,29,30,30
11:35,30,29,30,30
11:40,30,29,31,29
11:45,30,30,31,29
11:50,30,30,30,28
11:55,31,31,31,31
12:00,32,31,33,31
12:05,34,33,33,33
12:10,38,34,35,33
12:15,38,34,34,33
12:20,39,33,34,33
12:25,41,36,35,34
12:30,43,36,36,34
12:35,46,36,36,33
12:40,49,38,36,34
12:45,52,38,39,36
12:50,52,39,40,37
12:55,54,41,45,39
13:00,57,44,48,42
13:05,60,46,50,45
13:10,62,50,52,50
13:15,65,56,55,53
13:20,65,56,61,58
13:25,66,60,62,60
13:30,68,62,64,65
13:35,70,65,67,70
13:40,71,65,72,74
13:45,70,69,74,80
13:50,70,70,76,83
13:55,72,69,78,87
14:00,73,71,79,88
14:05,71,73,82,92
14:10,70,76,83,95
14:15,68,77,83,98
14:20,67,78,81,102
14:25,67,75,83,102
14:30,65,74,86,101
14:35,61,74,84,103
14:40,59,75,82,103
14:45,59,72,78,106
14:50,58,70,77,106
14:55,55,69,75,105
15:00,53,69,75,101
15:05,50,66,71,100
15:10,47,66,67,102
15:15,43,62,64,100
15:20,40,57,61,96
15:25,37,57,59,91
15:30,34,54,55,84
15:35,31,52,50,81
15:40,27,50,47,80
15:45,26,48,44,75
15:50,25,45,41,70
15:55,24,43,38,66
16:00,22,40,38,63
16:05,20,36,36,58
16:10,19,34,34,56
16:15,19,31,35,50
16:20,19,26,32,45
16:25,17,25,30,42
16:30,16,23,28,37
16:35,15,23,27,34
16:40,15,22,24,31
16:45,14,19,23,29
16:50,13,18,22,25
16:55,13,17,20,23
17:00,13,18,18,20
17:05,13,17,17,19
17:10,14,16,16,19
17:15,12,14,14,16
17:20,11,12,12,13
17:25,9,10,9,11
17:30,7,10,10,8
17:35,9,13,14,10
17:40,11,18,16,12
17:45,13,21,19,14
17:50,14,24,21,16
17:55,16,25,23,16
18:00,17,26,24,17
18:05,17,28,27,18
18:10,19,29,30,19
18:15,20,29,32,19
18:20,22,30,35,20
18:25,24,32,38,22
18:30,26,35,42,23
18:35,29,38,45,25
18:40,31,41,47,28
18:45,34,43,49,31
18:50,39,46,52,33
18:55,41,50,54,36
19:00,43,52,58,39
07:00,45,52,60,42
07:05,49,53,62,45
07:10,52,55,64,48
07:15,55,57,70,51
07:20,57,59,73,53
07:25,59,60,75,55
07:30,63,61,78,57
07:35,66,62,81,59
07:40,68,63,85,60
07:45,71,66,89,60
07:50,73,68,93,61
07:55,75,67,94,62
08:00,77,66,95,63
08:05,80,66,94,67
08:10,82,65,93,68
08:15,81,64,92,68
08:20,83,64,91,70
08:25,83,62,90,73
08:30,82,61,87,76
08:35,82,60,83,76
08:40,82,59,80,74
08:45,79,58,79,74
08:50,76,58,78,73
08:55,75,56,74,73
09:00,75,55,71,73
09:05,71,53,68,70
09:10,68,49,65,65
09:15,63,47,62,65
09:20,60,44,61,62
09:25,54,42,56,59
09:30,51,38,52,57
09:35,48,36,48,58
09:40,41,33,45,53
09:45,39,31,41,52
09:50,36,29,38,50
09:55,35,26,37,46
10:00,32,26,34,45
10:05,31,23,31,42
10:10,31,23,31,40
10:15,29,23,32,38
10:20,30,21,32,37
10:25,29,21,32,36
10:30,28,21,31,36
10:35,28,22,29,35
10:40,28,23,29,34
10:45,28,23,30,35
10:50,27,23,28,35
10:55,27,23,27,34
11:00,27,24,27,33
11:05,27,24,27,33
11:10,26,25,27,32
11:15,27,25,27,33
11:20,27,25,27,32
11:25,27,26,28,32
11:30,28,26,28,32
11:35,29,26,29,31
11:40,30,27,29,31
11:45,30,28,30,30
11:50,31,28,31,31
11:55,32,29,32,32
12:00,32,28,34,35
12:05,34,29,35,36
12:10,33,29,37,36
12:15,33,29,37,37
12:20,34,28,39,38
12:25,34,28,39,41
12:30,35,27,39,41
12:35,36,27,39,42
12:40,36,28,37,43
12:45,38,29,38,44
12:50,40,30,41,47
12:55,41,32,46,50
13:00,44,34,48,55
13:05,47,38,51,57
13:10,50,41,54,61
13:15,52,43,56,68
13:20,54,48,59,71
13:25,56,50,61,78
13:30,57,54,62,82
13:35,61,56,61,86
13:40,61,57,63,89
13:45,62,58,65,94
13:50,64,61,69,99
13:55,63,63,72,98
14:00,64,63,75,103
14:05,65,65,76,102
14:10,65,66,78,105
14:15,65,70,81,108
14:20,67,72,83,108
14:25,67,74,83,107
14:30,65,75,80,103
14:35,65,75,81,104
14:40,64,76,80,103
14:45,63,75,81,102
14:50,62,75,79,102
14:55,58,73,77,97
15:00,55,72,74,95
15:05,52,73,71,91
15:10,50,71,69,90
15:15,47,69,65,85
15:20,44,67,62,78
15:25,42,66,57,75
15:30,39,65,55,69
15:35,39,63,51,64
15:40,37,59,47,60
15:45,36,55,46,57
15:50,34,54,45,54
15:55,32,50,43,52
16:00,31,48,41,50
16:05,29,46,38,45
16:10,28,41,34,41
16:15,26,40,34,38
16:20,24,38,32,35
16:25,23,35,29,32
16:30,22,32,27,28
16:35,21,31,25,25
16:40,19,30,24,23
16:45,19,27,23,22
16:50,19,26,22,20
16:55,19,23,20,18
17:00,18,21,19,17
17:05,17,20,18,16
17:10,14,18,15,14
17:15,13,15,11,11
17:20,10,11,10,9
17:25,7,8,9,8
17:30,9,10,11,9
17:35,12,13,14,12
17:40,14,16,16,14
17:45,16,18,19,15
17:50,17,19,22,16
17:55,18,20,22,17
18:00,18,21,23,18
18:05,19,22,24,19
18:10,21,22,26,21
18:15,21,24,27,22
18:20,21,24,31,24
18:25,23,27,33,27
18:30,24,29,33,28
18:35,25,31,37,30
18:40,29,35,39,31
18:45,31,37,43,32
18:50,33,40,45,34
18:55,35,42,48,36
19:00,38,44,50,40
07:00,39,47,53,42
07:05,43,50,55,44
07:10,47,51,56,46
07:15,48,52,58,49
07:20,52,55,62,52
07:25,53,58,65,56
07:30,56,62,67,57
07:35,58,65,71,59
07:40,64,65,73,61
07:45,66,67,76,64
07:50,67,70,79,66
07:55,67,71,83,68
08:00,69,71,84,70
08:05,72,73,86,71
08:10,73,73,88,75
08:15,76,71,87,75
08:20,74,69,89,74
08:25,75,67,91,72
08:30,76,65,92,72
08:35,79,64,88,74
08:40,79,63,89,75
08:45,78,59,89,72
08:50,79,56,88,70
08:55,77,55,84,69
09:00,77,55,80,68
09:05,77,53,76,69
09:10,73,51,74,68
09:15,69,48,72,64
09:20,65,46,65,59
09:25,62,44,60,58
09:30,58,42,55,54
09:35,54,39,54,51
09:40,51,37,51,49
09:45,45,35,50,47
09:50,43,32,46,44
09:55,41,30,45,42
10:00,37,27,43,40
10:05,36,26,40,38
10:10,34,26,40,37
10:15,35,26,39,36
10:20,34,25,38,35
10:25,35,26,36,34
10:30,36,27,34,33
10:35,35,28,33,33
10:40,35,28,33,34
10:45,34,28,33,33
10:50,33,27,32,33
10:55,31,27,31,32
11:00,29,26,29,32
11:05,28,27,27,31
11:10,27,26,26,29
11:15,26,25,26,29
11:20,26,25,25,29
11:25,25,27,25,29
11:30,25,27,25,29
11:35,25,28,25,29
11:40,26,29,25,30
11:45,26,29,26,31
11:50,27,31,29,33
11:55,27,33,30,33
12:00,28,34,30,34
12:05,29,34,30,35
12:10,29,34,31,36
12:15,29,35,31,37
12:20,28,35,32,39
12:25,29,36,33,41
12:30,28,36,34,44
12:35,28,37,33,47
12:40,29,38,34,51
12:45,31,41,36,54
12:50,34,43,38,59
12:55,36,45,40,64
13:00,37,47,43,71
13:05,39,50,45,75
13:10,42,54,46,78
13:15,44,57,50,83
13:20,45,60,53,87
13:25,45,61,56,92
13:30,46,62,58,94
13:35,48,65,62,95
13:40,52,68,67,98
13:45,53,67,71,101
13:50,58,67,74,104
13:55,60,67,75,106
14:00,62,67,79,106
14:05,64,68,81,108
14:10,67,69,85,109
14:15,69,70,86,112
14:20,70,69,84,109
14:25,71,70,82,106
14:30,65,71,82,105
14:35,65,72,83,104
14:40,65,70,80,103
14:45,65,69,76,97
14:50,63,67,74,94
14:55,61,65,72,91
15:00,58,62,70,86
15:05,56,61,70,82
15:10,57,61,69,78
15:15,59,58,68,72
15:20,58,57,67,65
15:25,54,56,66,61
15:30,53,53,62,57
15:35,50,52,58,51
15:40,47,48,55,48
15:45,46,45,52,45
15:50,44,40,49,40
15:55,40,37,43,38
16:00,37,34,42,34
16:05,36,30,39,31
16:10,34,27,37,28
16:15,33,26,35,26
16:20,31,26,33,25
16:25,29,26,31,22
16:30,27,26,29,20
16:35,24,25,28,18
16:40,23,24,25,18
16:45,22,24,24,16
16:50,21,23,23,16
16:55,19,20,22,15
17:00,19,20,21,14
17:05,16,17,18,12
17:10,14,13,15,11
17:15,12,11,12,8
17:20,7,6,8,8
17:25,8,8,10,10
17:30,10,10,12,12
17:35,12,11,14,14
17:40,15,12,17,16
17:45,15,13,18,16
17:50,15,12,18,17
17:55,17,13,20,18
18:00,17,14,22,19
18:05,18,15,24,20
18:10,19,14,27,21
18:15,20,17,27,22
18:20,20,18,28,23
18:25,22,19,31,24
18:30,24,21,32,26
18:35,26,23,35,28
18:40,29,25,38,30
18:45,31,26,42,31
18:50,34,29,44,34
18:55,37,29,50,38
19:00,41,31,55,41
07:00,44,34,60,44
07:05,46,36,66,45
07:10,48,37,69,47
07:15,50,40,75,49
07:20,53,43,77,52
07:25,56,46,81,53
07:30,58,51,84,54
07:35,59,54,87,56
07:40,64,53,88,58
07:45,67,57,89,62
07:50,70,59,91,64
07:55,73,60,92,65
08:00,75,63,92,70
08:05,78,66,93,71
08:10,79,64,92,72
08:15,81,64,93,75
08:20,80,67,93,76
08:25,82,66,94,76
08:30,82,67,92,77
08:35,82,68,90,78
08:40,80,69,88,76
08:45,80,66,86,76
08:50,79,68,84,74
08:55,79,68,80,72
09:00,78,66,78,69
09:05,75,67,74,66
09:10,72,65,69,64
09:15,68,63,65,60
09:20,67,60,63,58
09:25,62,58,61,55
09:30,57,55,57,53
09:35,54,52,53,51
09:40,49,50,47,50
09:45,44,47,44,48
09:50,41,44,40,43
09:55,38,41,38,43
10:00,37,40,37,43
10:05,36,40,33,40
10:10,36,40,32,40
10:15,34,40,31,39
10:20,34,39,30,37
10:25,33,38,31,37
10:30,33,38,31,37
10:35,33,37,30,37
10:40,32,36,27,34
10:45,30,33,28,33
10:50,29,31,27,31
10:55,28,29,27,28
11:00,28,28,27,28
11:05,27,28,26,27
11:10,26,28,26,27
11:15,26,28,26,27
11:20,26,28,27,27
11:25,26,28,28,27
11:30,25,30,28,27
11:35,26,30,28,29
11:40,26,31,27,29
11:45,27,31,28,30
11:50,27,32,27,30
11:55,28,33,29,32
12:00,27,34,28,31
12:05,26,33,27,32
12:10,27,34,28,32
12:15,27,35,29,33
12:20,27,35,30,32
12:25,26,38,32,32
12:30,26,41,35,31
12:35,24,41,35,34
12:40,26,46,40,37
12:45,27,48,43,40
12:50,27,51,45,43
12:55,29,55,49,48
13:00,30,56,51,54
13:05,32,59,54,57
13:10,34,61,57,62
13:15,37,65,60,63
13:20,39,65,60,67
13:25,43,71,63,73
13:30,45,73,67,77
13:35,47,75,69,79
13:40,51,78,74,84
13:45,53,79,76,87
13:50,54,76,79,93
13:55,56,77,84,98
14:00,58,78,85,101
14:05,59,76,85,100
14:10,62,75,83,101
14:15,63,73,81,100
14:20,64,72,80,98
14:25,64,72,78,98
14:30,66,72,76,95
14:35,70,70,73,96
14:40,68,69,73,95
14:45,67,67,74,93
14:50,66,64,74,93
14:55,65,63,75,93
15:00,64,62,73,93
15:05,61,57,70,92
15:10,58,57,67,90
15:15,57,53,65,85
15:20,56,48,60,80
15:25,53,45,58,78
15:30,52,43,55,74
15:35,51,40,51,70
15:40,49,36,47,69
15:45,48,35,47,65
15:50,47,31,44,61
15:55,44,29,42,58
16:00,45,29,41,56
16:05,45,27,37,52
16:10,42,26,34,48
16:15,39,25,32,44
16:20,37,24,30,39
16:25,34,22,28,35
16:30,33,21,26,33
16:35,29,20,24,29
16:40,25,18,22,27
16:45,23,18,20,26
16:50,22,17,19,25
16:55,22,15,17,24
17:00,18,13,14,20
17:05,15,11,12,17
17:10,12,9,10,14
17:15,9,8,10,8
17:20,11,11,15,10
17:25,13,13,17,13
17:30,16,15,20,16
17:35,19,17,24,18
17:40,19,18,26,19
17:45,20,19,28,19
17:50,23,21,31,21
17:55,24,21,35,22
18:00,26,23,36,23
18:05,28,24,41,25
18:10,29,26,43,27
18:15,32,28,47,29
18:20,34,29,50,30
18:25,36,31,56,33
18:30,37,33,59,34
18:35,41,36,61,38
18:40,43,38,63,41
18:45,45,42,66,43
18:50,46,44,73,45
18:55,48,47,78,48
19:00,52,50,82,51
07:00,55,52,85,54
07:05,58,57,87,57
07:10,61,59,91,60
07:15,63,59,97,63
07:20,64,60,101,65
07:25,70,60,102,67
07:30,71,65,103,68
07:35,71,65,106,71
07:40,73,64,107,73
07:45,72,65,108,75
07:50,73,66,108,75
07:55,73,69,106,76
08:00,78,70,103,76
08:05,74,72,96,77
08:10,74,69,91,77
08:15,74,70,85,76
08:20,74,72,80,76
08:25,73,71,76,74
08:30,70,68,71,75
08:35,69,66,66,72
08:40,64,63,61,69
08:45,66,61,59,68
08:50,65,58,54,68
08:55,63,55,50,63
09:00,61,52,44,59
09:05,59,47,39,57
09:10,57,46,38,53
09:15,55,42,34,50
09:20,53,40,32,49
09:25,48,38,29,47
09:30,44,36,28,43
09:35,41,34,26,42
09:40,37,31,25,40
09:45,35,30,24,38
09:50,32,29,22,36
09:55,32,28,22,35
10:00,30,27,23,33
10:05,30,26,23,32
10:10,30,27,23,32
10:15,29,28,23,32
10:20,30,27,25,32
10:25,29,27,25,30
10:30,30,27,26,30
10:35,28,27,25,30
10:40,28,27,26,29
10:45,27,26,25,28
10:50,27,25,26,28
10:55,27,25,27,27
11:00,26,25,27,26
11:05,26,26,28,27
11:10,28,26,29,27
11:15,28,26,30,26
11:20,29,26,31,27
11:25,29,27,32,28
11:30,29,28,33,28
11:35,31,29,34,29
11:40,33,30,36,31
11:45,35,30,38,32
11:50,36,31,40,35
11:55,37,33,42,37
12:00,37,33,44,38
12:05,39,34,46,40
12:10,42,35,49,44
12:15,43,34,51,46
12:20,45,34,52,49
12:25,48,34,53,52
12:30,52,36,56,52
12:35,57,37,60,56
12:40,62,39,61,64
12:45,65,39,63,71
12:50,68,42,63,76
12:55,72,45,68,82
13:00,73,48,72,85
13:05,74,51,74,91
13:10,74,52,76,99
13:15,77,54,76,102
13:20,77,55,77,102
13:25,77,58,80,102
13:30,80,62,83,104
13:35,79,64,82,105
13:40,81,68,82,109
13:45,81,68,84,109
13:50,79,71,83,109
13:55,75,72,84,113
14:00,74,77,82,115
14:05,74,78,80,117
14:10,69,77,78,118
14:15,64,78,75,116
14:20,60,75,73,111
14:25,56,76,70,106
14:30,54,77,67,103
14:35,49,76,63,98
14:40,44,73,62,90
14:45,38,72,58,83
14:50,36,70,56,77
14:55,33,66,55,71
15:00,30,65,52,66
15:05,28,63,50,62
15:10,25,58,46,56
15:15,23,54,43,50
15:20,22,53,42,47
15:25,21,48,40,42
15:30,19,45,36,36
15:35,19,43,32,33
15:40,19,40,29,30
15:45,17,37,26,29
15:50,16,36,24,26
15:55,17,36,23,24
16:00,16,32,20,22
16:05,15,30,20,21
16:10,15,28,19,21
16:15,15,27,18,19
16:20,14,25,17,18
16:25,14,23,16,17
16:30,14,21,15,17
16:35,14,19,14,15
16:40,14,18,14,15
16:45,13,18,12,14
16:50,13,18,12,14
16:55,11,15,10,12
17:00,10,13,9,10
17:05,8,11,7,8
17:10,9,9,7,9
17:15,11,11,9,11
17:20,13,13,12,14
17:25,15,16,14,16
17:30,18,19,17,18
17:35,19,21,17,19
17:40,21,21,18,20
17:45,22,22,20,21
17:50,23,24,21,21
17:55,25,27,22,21
18:00,27,29,24,23
18:05,29,31,26,25
18:10,31,33,26,25
18:15,33,35,28,27
18:20,36,38,30,30
18:25,39,40,32,31
18:30,42,42,34,33
18:35,44,42,36,35
18:40,48,45,38,38
18:45,52,48,40,41
18:50,56,49,45,44
18:55,59,52,50,46
19:00,61,54,55,46
07:00,64,57,59,46
07:05,65,59,63,49
07:10,69,63,69,52
07:15,70,66,73,54
07:20,71,65,76,54
07:25,73,68,78,58
07:30,76,69,79,59
07:35,76,71,81,61
07:40,76,72,86,65
07:45,76,69,87,67
07:50,76,67,89,67
07:55,76,66,91,67
08:00,75,66,91,68
08:05,73,66,92,70
08:10,71,65,93,71
08:15,72,63,94,72
08:20,72,59,92,74
08:25,71,59,91,76
08:30,66,60,91,75
08:35,64,57,90,74
08:40,62,55,88,71
08:45,59,52,86,70
08:50,57,50,84,69
08:55,54,48,79,69
09:00,52,45,77,66
09:05,48,44,72,62
09:10,48,40,68,62
09:15,47,38,63,59
09:20,44,36,60,59
09:25,41,34,57,56
09:30,38,33,55,55
09:35,35,30,52,50
09:40,31,28,47,49
09:45,29,26,45,46
09:50,29,26,43,43
09:55,26,26,41,41
10:00,25,24,40,40
10:05,26,24,38,37
10:10,26,24,36,35
10:15,26,24,35,34
10:20,26,25,35,34
10:25,26,26,35,33
10:30,25,26,34,32
10:35,25,26,34,33
10:40,25,25,33,32
10:45,24,24,32,32
10:50,24,25,32,31
10:55,24,26,31,31
11:00,24,27,31,30
11:05,25,27,31,29
11:10,27,27,31,31
11:15,26,28,32,29
11:20,26,30,34,29
11:25,26,31,36,29
11:30,27,32,38,30
11:35,28,33,39,31
11:40,29,32,41,32
11:45,30,32,43,33
11:50,29,31,46,31
11:55,29,31,45,33
12:00,29,29,46,33
12:05,31,29,46,34
12:10,32,29,47,34
12:15,32,30,49,35
12:20,32,30,51,36
12:25,34,31,53,39
12:30,36,35,56,44
12:35,38,39,59,47
12:40,41,42,62,51
12:45,43,45,70,56
12:50,44,47,71,61
12:55,46,49,74,65
13:00,48,54,77,71
13:05,49,56,80,75
13:10,52,56,82,81
13:15,56,58,83,84
13:20,57,60,85,91
13:25,60,60,83,96
13:30,64,61,87,100
13:35,66,63,89,106
13:40,69,63,89,109
13:45,70,65,87,111
13:50,70,67,87,110
13:55,70,67,86,115
14:00,71,69,82,114
14:05,71,73,79,113
14:10,69,73,74,114
14:15,68,72,71,111
14:20,68,73,68,112
14:25,68,70,65,110
14:30,69,71,62,108
14:35,66,70,60,104
14:40,65,68,57,100
14:45,62,65,53,95
14:50,60,65,49,91
14:55,58,63,46,88
15:00,54,59,43,83
15:05,49,60,39,79
15:10,45,56,36,74
15:15,43,55,32,67
15:20,40,52,30,64
15:25,38,50,28,60
15:30,36,48,27,53
15:35,33,46,24,47
15:40,32,45,24,42
15:45,30,40,23,38
15:50,28,38,22,34
15:55,26,34,22,31
16:00,24,32,21,28
16:05,22,30,21,26
16:10,21,27,20,25
16:15,20,25,19,22
16:20,18,24,16,21
16:25,17,23,15,19
16:30,17,21,15,19
16:35,16,21,13,18
16:40,15,20,12,18
16:45,14,19,11,17
16:50,11,17,10,15
16:55,10,14,9,13
17:00,8,12,7,11
17:05,9,6,8,10
17:10,11,8,10,13
17:15,13,10,11,15
17:20,16,11,14,18
17:25,18,13,16,21
17:30,19,13,16,23
17:35,20,13,17,25
17:40,20,14,17,26
17:45,21,14,18,29
17:50,22,15,20,30
17:55,23,15,21,34
18:00,24,17,22,36
18:05,26,18,24,38
18:10,29,20,26,39
18:15,30,21,29,41
18:20,33,23,32,43
18:25,35,25,36,43
18:30,38,28,38,45
18:35,40,31,43,48
18:40,44,33,48,50
18:45,46,36,50,53
18:50,47,38,54,56
18:55,51,43,56,61
19:00,53,44,60,65
07:00,56,46,64,69
07:05,58,49,68,72
07:10,59,53,72,73
07:15,60,56,73,74
07:20,62,59,78,77
07:25,66,61,82,79
07:30,66,64,86,78
07:35,67,67,89,78
07:40,68,69,90,77
